Block_ID,X,Y,Z,Rock_Type,Ore_Grade (%),Tonnage,Ore_Value (¥/tonne),Mining_Cost (¥),Processing_Cost (¥),Waste_Flag,Profit (¥),Target
B10472,209,486,93,Hematite,55.37,1545,301.98,64,23,0,332144.10000000003,1
B10473,16,368,88,Hematite,59.92,2843,272.96,68,38,0,474667.27999999997,1
B10474,285,298,60,Magnetite,56.1,1248,324.34,56,38,0,287464.31999999995,1
B10475,343,224,49,Hematite,51.59,2229,262.88,42,37,0,409868.52,1
B10476,202,327,93,Magnetite,62.35,2855,276.76,36,20,0,630269.7999999999,1
B10477,98,396,79,Hematite,53.24,2446,318.91,52,20,0,603941.8600000001,1
B10478,278,89,9,Magnetite,52.86,1769,272.54,43,26,0,360062.26,1
B10479,208,439,24,Hematite,52.6,1574,297.01,31,20,0,387219.74,1
B10480,128,16,11,Magnetite,64.0,1182,333.99,33,22,0,329766.18,1
B10481,334,87,0,Magnetite,64.93,1799,281.93,51,21,0,377664.07,1
B10482,287,23,72,Waste,0.0,1613,0.0,48,33,1,-130653.0,0
B10483,251,331,83,Magnetite,60.28,2283,261.45,66,29,0,380005.35,1
B10484,264,222,37,Magnetite,59.95,1587,309.19,36,38,0,373246.52999999997,1
B10485,270,57,81,Magnetite,60.7,1563,281.88,30,32,0,343672.44,1
B10486,411,463,92,Hematite,52.78,1712,261.89,31,35,0,335363.68,1
B10487,407,489,36,Waste,0.0,1766,0.0,31,28,1,-104194.0,0
B10488,187,188,58,Magnetite,56.51,2293,318.02,45,27,0,564123.86,1
B10489,418,463,11,Waste,0.0,2606,0.0,66,39,1,-273630.0,0
B10490,213,221,36,Hematite,54.73,1492,289.55,44,36,0,312648.60000000003,1
B10491,282,411,95,Hematite,55.46,1403,322.6,60,28,0,329143.80000000005,1
B10492,210,450,11,Hematite,54.45,1087,286.4,50,21,0,234139.8,1
B10493,364,352,55,Hematite,62.48,2044,269.48,43,21,0,420001.12000000005,1
B10494,75,50,38,Hematite,50.2,1677,317.64,47,21,0,418646.27999999997,1
B10495,147,87,75,Hematite,60.66,1632,348.69,47,20,0,459718.08,1
B10496,320,221,55,Hematite,61.52,1898,321.2,64,27,0,436919.6,1
B10497,212,487,96,Magnetite,53.14,2003,264.91,55,31,0,358356.73000000004,1
B10498,432,495,55,Magnetite,59.13,2026,318.29,33,22,0,533425.54,1
B10499,108,347,31,Magnetite,52.97,1478,309.09,59,38,0,313469.01999999996,1
B10500,128,366,32,Magnetite,50.33,2261,314.46,69,32,0,482633.05999999994,1
B10501,9,166,23,Magnetite,58.88,2758,291.88,39,23,0,634009.04,1
B10502,46,193,30,Waste,0.0,1692,0.0,32,29,1,-103212.0,0
B10503,378,460,61,Hematite,61.82,2650,318.24,42,27,0,660486.0,1
B10504,314,100,93,Waste,0.0,2681,0.0,31,20,1,-136731.0,0
B10505,95,201,89,Waste,0.0,2944,0.0,57,35,1,-270848.0,0
B10506,445,423,1,Magnetite,57.75,2667,317.32,34,26,0,686272.44,1
B10507,102,12,51,Hematite,53.14,1756,280.31,44,31,0,360524.36,1
B10508,379,146,80,Hematite,56.87,2085,344.79,39,34,0,566682.15,1
B10509,341,261,0,Magnetite,54.67,1853,272.93,50,23,0,370470.29000000004,1
B10510,145,145,51,Magnetite,58.23,2749,253.74,55,24,0,480360.26,1
B10511,367,487,94,Magnetite,50.23,2195,283.18,46,27,0,461345.10000000003,1
B10512,429,8,92,Waste,0.0,2701,0.0,35,31,1,-178266.0,0
B10513,415,80,74,Hematite,57.37,2533,260.85,62,30,0,427697.05000000005,1
B10514,26,67,3,Hematite,62.42,2763,250.98,42,36,0,477943.74,1
B10515,219,309,99,Magnetite,64.35,2183,276.55,51,32,0,422519.65,1
B10516,17,125,7,Magnetite,56.54,1372,315.46,65,28,0,305215.12,1
B10517,166,49,99,Hematite,59.57,1163,334.07,56,21,0,298972.41,1
B10518,432,69,46,Magnetite,64.19,1752,322.17,47,32,0,426033.84,1
B10519,476,138,20,Hematite,51.81,2587,344.38,37,39,0,694299.0599999999,1
B10520,81,438,74,Hematite,61.73,1134,286.46,48,30,0,236393.63999999998,1
B10521,427,373,11,Hematite,59.74,2096,274.32,49,24,0,421966.72,1
B10522,71,169,89,Magnetite,52.37,2067,340.02,37,29,0,566399.34,1
B10523,309,89,90,Hematite,53.53,1871,328.17,46,34,0,464326.07,1
B10524,478,138,33,Waste,0.0,1664,0.0,40,36,1,-126464.0,0
B10525,253,71,73,Hematite,61.1,1557,290.5,37,26,0,354217.5,1
B10526,161,244,72,Magnetite,61.74,1903,344.07,34,27,0,538682.21,1
B10527,326,66,76,Waste,0.0,1234,0.0,44,21,1,-80210.0,0
B10528,419,129,75,Magnetite,57.2,1768,331.16,33,36,0,463498.88000000006,1
B10529,401,209,80,Waste,0.0,2359,0.0,54,35,1,-209951.0,0
B10530,37,193,67,Magnetite,55.95,1773,284.2,36,26,0,393960.6,1
B10531,442,25,63,Hematite,53.82,2264,288.45,55,31,0,458346.8,1
B10532,392,331,27,Magnetite,64.51,2037,264.1,49,24,0,389270.70000000007,1
B10533,200,292,40,Magnetite,63.13,2991,338.84,61,30,0,741289.44,1
B10534,493,217,83,Magnetite,54.29,2807,303.6,63,21,0,616417.2000000001,1
B10535,199,35,70,Hematite,59.44,1828,254.11,49,37,0,307305.08,1
B10536,254,15,71,Hematite,53.34,2508,279.29,65,23,0,479755.32000000007,1
B10537,178,77,98,Hematite,57.59,2873,328.29,48,29,0,721956.17,1
B10538,34,321,92,Hematite,59.23,1236,309.9,58,22,0,284156.39999999997,1
B10539,81,20,46,Hematite,54.08,1013,333.17,39,25,0,272669.21,1
B10540,388,134,14,Hematite,50.35,1740,281.02,44,32,0,356734.8,1
B10541,397,244,94,Magnetite,63.47,2399,341.23,67,30,0,585907.77,1
B10542,219,394,75,Hematite,55.19,2171,344.37,39,21,0,617367.27,1
B10543,157,183,20,Magnetite,64.72,2289,321.83,33,29,0,594750.87,1
B10544,3,171,47,Hematite,61.63,2224,250.41,56,24,0,378991.83999999997,1
B10545,166,53,79,Magnetite,58.56,1356,292.73,46,34,0,288461.88,1
B10546,467,92,38,Magnetite,51.36,2421,310.3,67,38,0,497031.30000000005,1
B10547,447,440,31,Hematite,55.87,1282,307.11,44,33,0,295001.02,1
B10548,408,313,5,Hematite,63.81,2715,309.46,36,26,0,671853.8999999999,1
B10549,411,292,87,Hematite,62.91,2283,272.2,52,31,0,431943.6,1
B10550,203,375,95,Hematite,64.65,1307,260.11,62,32,0,217105.77000000002,1
B10551,193,175,17,Magnetite,53.28,2821,284.95,55,27,0,572521.95,1
B10552,234,189,55,Magnetite,58.9,1799,311.39,41,27,0,437858.61,1
B10553,205,245,73,Hematite,51.53,1671,272.7,60,27,0,310304.69999999995,1
B10554,149,294,92,Hematite,53.41,2694,261.55,64,24,0,467543.7,1
B10555,158,475,8,Waste,0.0,2186,0.0,46,28,1,-161764.0,0
B10556,278,191,12,Hematite,53.5,2873,269.08,67,26,0,505877.83999999997,1
B10557,303,103,26,Hematite,55.82,1404,294.48,59,31,0,287089.92000000004,1
B10558,403,67,7,Magnetite,51.11,1276,261.81,66,20,0,224333.56,1
B10559,380,323,52,Hematite,59.68,1464,273.25,68,38,0,244854.0,1
B10560,165,154,65,Magnetite,57.71,1564,339.5,37,27,0,430882.0,1
B10561,310,453,3,Waste,0.0,2776,0.0,36,24,1,-166560.0,0
B10562,67,225,73,Magnetite,62.4,1851,311.12,48,26,0,438909.12,1
B10563,462,232,13,Waste,0.0,1803,0.0,44,36,1,-144240.0,0
B10564,87,103,24,Magnetite,52.22,2579,260.22,34,31,0,503472.38000000006,1
B10565,216,465,40,Magnetite,54.49,2811,288.77,59,31,0,558742.47,1
B10566,0,315,77,Hematite,52.24,2184,343.4,32,39,0,594921.6,1
B10567,134,427,73,Hematite,50.43,1538,320.51,42,26,0,388360.38,1
B10568,184,239,71,Waste,0.0,2635,0.0,33,32,1,-171275.0,0
B10569,350,413,5,Hematite,54.77,2330,349.17,58,29,0,610856.1000000001,1
B10570,139,480,4,Hematite,60.04,2176,252.76,48,21,0,399861.76,1
B10571,105,441,20,Magnetite,51.62,2859,336.15,46,24,0,760922.85,1
B10572,132,211,48,Hematite,52.55,1083,315.15,56,30,0,248169.44999999998,1
B10573,107,125,22,Hematite,61.76,2063,271.14,59,38,0,359250.81999999995,1
B10574,177,122,36,Magnetite,61.01,1039,313.49,62,24,0,236362.11000000002,1
B10575,297,35,82,Waste,0.0,2562,0.0,49,39,1,-225456.0,0
B10576,357,237,52,Waste,0.0,1276,0.0,69,37,1,-135256.0,0
B10577,379,241,48,Magnetite,63.22,1963,260.92,43,28,0,372812.96,1
B10578,395,132,83,Magnetite,63.64,1044,272.73,62,26,0,192858.12000000002,1
B10579,358,379,9,Waste,0.0,1907,0.0,68,22,1,-171630.0,0
B10580,145,226,81,Hematite,57.09,1638,279.61,50,23,0,338427.18000000005,1
B10581,449,402,19,Waste,0.0,1399,0.0,57,26,1,-116117.0,0
B10582,73,395,47,Hematite,56.54,1385,347.27,39,37,0,375708.94999999995,1
B10583,462,89,10,Hematite,54.06,1525,314.13,52,32,0,350948.25,1
B10584,477,254,78,Magnetite,62.62,2978,252.35,32,37,0,546016.2999999999,1
B10585,107,443,95,Magnetite,54.71,1133,285.3,44,32,0,237136.90000000002,1
B10586,121,82,10,Hematite,52.01,1964,279.0,47,31,0,394764.0,1
B10587,16,499,92,Hematite,62.72,1095,320.97,43,24,0,278097.15,1
B10588,195,138,38,Magnetite,50.35,1241,295.65,41,26,0,283754.64999999997,1
B10589,326,308,0,Magnetite,51.36,1605,256.01,42,28,0,298546.05,1
B10590,317,19,63,Waste,0.0,2337,0.0,49,30,1,-184623.0,0
B10591,296,328,46,Hematite,55.52,2950,317.59,49,37,0,683190.4999999999,1
B10592,478,83,90,Waste,0.0,2701,0.0,42,23,1,-175565.0,0
B10593,498,26,98,Magnetite,50.12,1514,270.92,55,38,0,269370.88,1
B10594,251,57,7,Hematite,54.23,2171,299.45,56,20,0,485109.94999999995,1
B10595,486,378,75,Hematite,55.48,1031,272.43,68,24,0,186023.33000000002,1
B10596,118,388,91,Hematite,56.4,1611,310.41,49,31,0,371190.51000000007,1
B10597,161,329,47,Magnetite,59.18,2435,309.14,40,23,0,599350.9,1
B10598,197,392,82,Magnetite,53.25,1947,327.56,55,29,0,474211.32,1
B10599,497,216,92,Magnetite,64.68,1027,345.53,64,33,0,255240.30999999997,1
B10600,485,332,81,Magnetite,61.31,1494,308.6,65,25,0,326588.4,1
B10601,44,380,97,Magnetite,57.36,2098,255.83,34,38,0,385675.34,1
B10602,313,124,18,Magnetite,60.97,2596,285.7,69,38,0,463905.19999999995,1
B10603,178,287,87,Magnetite,63.43,1534,252.02,50,21,0,277684.68,1
B10604,381,199,97,Hematite,59.89,2898,320.37,44,20,0,742960.26,1
B10605,417,437,95,Magnetite,57.23,2999,331.39,58,28,0,735924.61,1
B10606,43,428,65,Waste,0.0,1635,0.0,30,25,1,-89925.0,0
B10607,270,282,63,Hematite,58.99,2490,288.93,48,34,0,515255.7,1
B10608,77,213,95,Hematite,59.95,2851,297.06,45,38,0,610285.06,1
B10609,325,155,71,Hematite,57.79,1842,282.38,63,23,0,361731.95999999996,1
B10610,177,17,61,Hematite,51.87,2947,294.01,54,33,0,610058.47,1
B10611,356,342,52,Magnetite,60.35,2245,288.38,31,31,0,508223.1,1
B10612,497,104,72,Waste,0.0,1387,0.0,43,27,1,-97090.0,0
B10613,415,158,22,Hematite,52.77,2449,299.26,49,37,0,522273.74,1
B10614,450,40,28,Magnetite,54.55,2207,312.35,36,24,0,556936.4500000001,1
B10615,2,289,70,Hematite,59.73,2721,299.94,68,25,0,563083.74,1
B10616,213,6,4,Hematite,54.8,2743,288.8,31,38,0,602911.4,1
B10617,341,4,39,Waste,0.0,1005,0.0,57,28,1,-85425.0,0
B10618,73,20,31,Magnetite,58.83,2640,323.97,42,29,0,667840.8,1
B10619,50,133,2,Magnetite,62.36,1405,253.62,60,38,0,218646.1,1
B10620,66,428,9,Magnetite,52.27,1474,258.6,52,35,0,252938.40000000002,1
B10621,331,119,61,Magnetite,56.32,2465,278.05,50,29,0,490658.25,1
B10622,92,241,39,Hematite,55.77,2485,326.01,46,24,0,636184.85,1
B10623,175,418,92,Magnetite,52.59,2383,286.12,44,36,0,491183.96,1
B10624,144,105,44,Hematite,59.33,2952,280.45,57,37,0,550400.4,1
B10625,6,342,82,Magnetite,61.77,2510,307.68,68,31,0,523786.8,1
B10626,268,130,88,Hematite,52.02,2526,335.69,59,30,0,623138.94,1
B10627,375,416,83,Hematite,59.25,1446,322.78,48,22,0,365519.87999999995,1
B10628,321,37,45,Magnetite,53.99,1071,280.53,64,34,0,195489.62999999998,1
B10629,3,86,73,Waste,0.0,1059,0.0,44,38,1,-86838.0,0
B10630,137,335,50,Magnetite,64.06,2606,336.87,32,31,0,713705.22,1
B10631,230,472,10,Hematite,52.2,1280,271.28,43,37,0,244838.39999999997,1
B10632,87,112,77,Hematite,53.03,1790,327.21,69,39,0,392385.89999999997,1
B10633,16,250,50,Hematite,64.49,2839,254.09,44,27,0,519792.51,1
B10634,51,399,94,Hematite,53.04,2595,263.31,43,23,0,512019.45,1
B10635,133,344,4,Hematite,54.12,1821,335.44,63,27,0,446946.24,1
B10636,210,361,27,Hematite,55.89,1702,317.13,39,36,0,412105.26,1
B10637,324,70,82,Waste,0.0,1190,0.0,48,31,1,-94010.0,0
B10638,479,263,32,Hematite,63.55,2625,293.02,46,39,0,546052.5,1
B10639,457,386,1,Magnetite,63.81,1264,333.17,56,36,0,304838.88,1
B10640,392,68,92,Waste,0.0,1256,0.0,33,22,1,-69080.0,0
B10641,218,383,81,Magnetite,62.47,2859,275.34,58,36,0,518451.05999999994,1
B10642,204,254,9,Waste,0.0,1839,0.0,59,28,1,-159993.0,0
B10643,210,274,55,Magnetite,59.13,1717,322.83,61,31,0,396335.11,1
B10644,276,390,14,Hematite,51.94,1338,265.19,49,39,0,237080.22,1
B10645,23,497,85,Magnetite,51.6,1319,318.7,60,32,0,299017.3,1
B10646,485,85,26,Hematite,50.2,2337,288.43,41,34,0,498785.91000000003,1
B10647,3,217,26,Hematite,60.61,1454,289.85,50,24,0,313845.9,1
B10648,151,49,85,Magnetite,56.27,1812,266.26,44,25,0,357435.12,1
B10649,442,472,20,Magnetite,50.91,2251,273.75,45,29,0,449637.25,1
B10650,482,133,30,Hematite,56.39,1782,267.56,50,30,0,334231.92,1
B10651,258,388,60,Waste,0.0,2413,0.0,51,26,1,-185801.0,0
B10652,323,229,97,Hematite,59.36,1361,305.38,43,30,0,316269.18,1
B10653,356,60,69,Magnetite,59.97,2585,324.35,44,32,0,641984.7500000001,1
B10654,167,251,12,Magnetite,58.63,1960,315.71,55,25,0,461991.6,1
B10655,175,229,39,Hematite,59.04,1195,307.65,51,35,0,264871.75,1
B10656,309,469,14,Hematite,62.16,1977,324.54,43,39,0,479501.58,1
B10657,290,350,90,Magnetite,61.83,1761,251.23,55,21,0,308580.02999999997,1
B10658,478,57,58,Waste,0.0,1675,0.0,37,32,1,-115575.0,0
B10659,55,405,94,Magnetite,58.16,1202,265.44,55,25,0,222898.88,1
B10660,107,184,41,Waste,0.0,2565,0.0,50,35,1,-218025.0,0
B10661,472,202,22,Magnetite,51.64,1287,287.71,39,31,0,280192.76999999996,1
B10662,295,31,63,Magnetite,62.3,1224,263.52,65,20,0,218508.47999999998,1
B10663,460,144,98,Magnetite,54.38,2032,323.69,56,23,0,497210.08,1
B10664,323,441,53,Magnetite,58.54,2238,308.27,57,34,0,486250.25999999995,1
B10665,301,168,7,Magnetite,63.55,1292,307.23,44,36,0,293581.16000000003,1
B10666,333,21,96,Hematite,57.36,2624,307.93,51,37,0,577096.3200000001,1
B10667,140,335,27,Hematite,55.05,2912,263.84,62,31,0,497486.0799999999,1
B10668,154,297,70,Magnetite,60.47,2003,257.55,65,35,0,315572.65,1
B10669,261,78,99,Magnetite,60.08,2116,294.81,67,20,0,439725.96,1
B10670,272,135,12,Magnetite,52.04,1556,308.99,47,21,0,374980.44,1
B10671,419,301,41,Magnetite,61.03,2679,271.48,33,29,0,561196.92,1
B10672,231,175,30,Hematite,51.72,2890,252.74,60,37,0,450088.60000000003,1
B10673,240,370,12,Waste,0.0,1160,0.0,62,33,1,-110200.0,0
B10674,354,386,34,Magnetite,57.36,1241,266.78,60,34,0,214419.97999999995,1
B10675,336,76,49,Hematite,52.25,2187,254.81,62,34,0,347317.47000000003,1
B10676,488,29,70,Waste,0.0,2783,0.0,31,22,1,-147499.0,0
B10677,257,283,21,Hematite,57.35,1565,256.63,44,34,0,279555.95,1
B10678,248,328,39,Waste,0.0,1213,0.0,43,32,1,-90975.0,0
B10679,76,459,51,Magnetite,50.66,1289,307.15,34,28,0,315998.35,1
B10680,179,152,97,Magnetite,50.52,1607,276.46,46,34,0,315711.22,1
B10681,65,420,8,Magnetite,61.33,2268,304.81,30,31,0,552961.08,1
B10682,307,212,31,Waste,0.0,1844,0.0,54,20,1,-136456.0,0
B10683,347,178,98,Waste,0.0,2830,0.0,37,21,1,-164140.0,0
B10684,170,294,2,Hematite,50.32,2880,289.22,35,36,0,628473.6000000001,1
B10685,473,486,63,Hematite,54.49,2867,338.29,53,32,0,726182.43,1
B10686,21,82,20,Magnetite,52.3,2883,292.65,35,21,0,682261.95,1
B10687,366,199,76,Waste,0.0,1488,0.0,35,20,1,-81840.0,0
B10688,106,485,96,Magnetite,57.26,1208,273.41,57,39,0,214311.28000000003,1
B10689,438,322,35,Hematite,58.86,1355,336.84,48,35,0,343953.19999999995,1
B10690,322,469,9,Magnetite,56.28,1044,253.97,39,31,0,192064.68,1
B10691,226,128,99,Waste,0.0,2977,0.0,66,24,1,-267930.0,0
B10692,443,293,17,Hematite,64.05,2053,308.07,55,29,0,460015.70999999996,1
B10693,441,435,94,Magnetite,52.12,2865,254.54,56,39,0,457082.1,1
B10694,395,190,0,Hematite,63.0,1908,313.39,45,39,0,437676.12,1
B10695,215,51,30,Magnetite,52.52,1534,267.23,53,31,0,281074.82,1
B10696,68,82,25,Hematite,63.38,1215,279.55,31,29,0,266753.25,1
B10697,83,340,79,Magnetite,64.15,1634,260.89,36,23,0,329888.25999999995,1
B10698,102,187,37,Waste,0.0,2435,0.0,43,35,1,-189930.0,0
B10699,38,12,54,Hematite,64.48,2400,329.79,59,31,0,575496.0,1
B10700,12,218,75,Hematite,52.15,2066,263.41,67,22,0,360331.06000000006,1
B10701,296,16,42,Waste,0.0,1861,0.0,31,36,1,-124687.0,0
B10702,312,241,42,Hematite,57.77,2188,272.3,30,27,0,471076.4,1
B10703,180,339,50,Hematite,60.61,2923,300.36,45,25,0,673342.28,1
B10704,492,157,92,Waste,0.0,2794,0.0,31,32,1,-176022.0,0
B10705,267,165,59,Magnetite,55.74,2796,301.96,40,35,0,634580.1599999999,1
B10706,12,138,57,Magnetite,63.66,1536,289.31,32,20,0,364508.16000000003,1
B10707,119,410,59,Magnetite,64.25,2937,262.85,53,22,0,551715.4500000001,1
B10708,457,293,75,Hematite,56.0,2859,287.07,62,38,0,534833.13,1
B10709,352,27,4,Magnetite,61.77,1769,324.43,46,39,0,423551.67,1
B10710,56,409,41,Waste,0.0,2068,0.0,45,38,1,-171644.0,0
B10711,39,358,1,Magnetite,59.76,1482,291.4,45,30,0,320704.8,1
B10712,373,160,59,Hematite,50.48,1465,335.51,39,36,0,381647.14999999997,1
B10713,335,415,11,Magnetite,58.99,1005,341.65,47,23,0,273008.25,1
B10714,127,181,13,Hematite,54.19,1393,288.12,38,36,0,298269.16000000003,1
B10715,172,408,46,Magnetite,53.71,1644,303.27,68,26,0,344039.87999999995,1
B10716,34,279,53,Waste,0.0,2686,0.0,62,31,1,-249798.0,0
B10717,258,423,93,Magnetite,60.16,1566,275.84,33,26,0,339571.43999999994,1
B10718,375,154,34,Hematite,61.81,2721,293.74,53,34,0,562539.54,1
B10719,4,301,46,Hematite,60.21,2046,262.89,52,30,0,370100.93999999994,1
B10720,217,213,16,Magnetite,57.16,1920,323.37,37,35,0,482630.4,1
B10721,10,339,2,Magnetite,57.12,1455,337.53,51,32,0,370341.14999999997,1
B10722,381,352,72,Magnetite,57.53,2292,335.56,44,23,0,615539.52,1
B10723,326,68,59,Hematite,55.35,1306,328.54,49,37,0,316757.24000000005,1
B10724,116,476,70,Magnetite,61.7,1369,326.87,51,29,0,337965.03,1
B10725,183,324,63,Waste,0.0,1496,0.0,60,31,1,-136136.0,0
B10726,393,493,83,Waste,0.0,1879,0.0,32,23,1,-103345.0,0
B10727,361,294,60,Magnetite,60.31,2644,347.61,69,37,0,638816.8400000001,1
B10728,115,208,75,Waste,0.0,1900,0.0,68,36,1,-197600.0,0
B10729,161,156,6,Hematite,58.7,1182,274.8,63,22,0,224343.6,1
B10730,66,74,92,Hematite,64.05,2561,318.31,51,22,0,628238.91,1
B10731,199,341,61,Hematite,61.37,2979,317.26,30,29,0,769356.5399999999,1
B10732,30,286,28,Hematite,50.83,2780,293.33,57,28,0,579157.3999999999,1
B10733,74,230,17,Magnetite,61.75,2140,251.85,51,20,0,387019.0,1
B10734,236,64,1,Waste,0.0,1652,0.0,54,24,1,-128856.0,0
B10735,326,270,47,Magnetite,53.47,1842,301.85,58,20,0,412331.70000000007,1
B10736,492,82,10,Waste,0.0,2354,0.0,40,27,1,-157718.0,0
B10737,65,73,25,Hematite,53.94,1335,313.23,68,38,0,276652.05000000005,1
B10738,69,264,90,Waste,0.0,1135,0.0,49,26,1,-85125.0,0
B10739,296,268,18,Magnetite,59.84,1629,331.92,51,28,0,412006.68000000005,1
B10740,446,375,58,Magnetite,60.32,2839,280.63,68,22,0,541198.57,1
B10741,415,300,83,Magnetite,50.1,2570,320.96,68,37,0,555017.2,1
B10742,19,89,87,Magnetite,57.71,1171,287.38,52,20,0,252209.97999999998,1
B10743,440,389,12,Waste,0.0,2976,0.0,51,28,1,-235104.0,0
B10744,225,359,5,Hematite,63.45,1126,256.43,38,37,0,204290.18000000002,1
B10745,433,299,39,Magnetite,57.34,2083,343.78,47,30,0,555702.74,1
B10746,463,1,36,Magnetite,53.04,2941,276.32,34,33,0,615610.12,1
B10747,408,412,64,Magnetite,51.03,2561,297.82,45,38,0,550154.02,1
B10748,395,175,51,Hematite,57.05,1377,329.07,57,22,0,344346.39,1
B10749,198,124,1,Magnetite,52.17,2086,251.17,47,32,0,359146.62,1
B10750,38,267,40,Hematite,61.08,2158,251.43,61,29,0,348365.94,1
B10751,144,214,61,Magnetite,62.5,2084,338.38,63,24,0,523875.92,1
B10752,44,369,29,Waste,0.0,1255,0.0,68,22,1,-112950.0,0
B10753,394,66,87,Magnetite,59.06,2743,252.09,54,35,0,447355.87,1
B10754,325,177,37,Magnetite,61.9,1304,294.59,55,38,0,262873.36,1
B10755,380,266,90,Magnetite,63.64,2373,268.27,41,22,0,487105.70999999996,1
B10756,406,4,29,Waste,0.0,1216,0.0,62,37,1,-120384.0,0
B10757,90,300,8,Waste,0.0,2641,0.0,56,30,1,-227126.0,0
B10758,237,201,15,Magnetite,62.34,2071,259.31,34,25,0,414842.01,1
B10759,69,116,34,Hematite,52.14,1165,293.92,41,38,0,250381.80000000002,1
B10760,165,430,91,Magnetite,52.6,2823,331.91,56,39,0,668796.93,1
B10761,129,389,75,Hematite,64.99,2104,329.2,55,32,0,509588.8,1
B10762,213,335,75,Magnetite,50.75,2784,280.94,35,25,0,615096.96,1
B10763,339,478,50,Hematite,64.44,1065,293.12,61,28,0,217387.80000000002,1
B10764,88,470,8,Magnetite,58.86,1093,274.97,67,39,0,184684.21000000002,1
B10765,334,349,28,Hematite,51.93,2060,346.53,69,32,0,505791.79999999993,1
B10766,251,231,50,Waste,0.0,2584,0.0,69,28,1,-250648.0,0
B10767,368,83,84,Magnetite,64.26,2076,251.61,38,20,0,401934.36000000004,1
B10768,348,88,16,Waste,0.0,2888,0.0,31,37,1,-196384.0,0
B10769,71,226,32,Waste,0.0,1908,0.0,53,35,1,-167904.0,0
B10770,164,452,33,Magnetite,63.72,2524,260.92,49,21,0,481882.08,1
B10771,48,446,89,Magnetite,56.03,1091,288.02,53,30,0,223676.81999999998,1
B10772,51,110,17,Waste,0.0,1583,0.0,65,27,1,-145636.0,0
B10773,288,322,97,Magnetite,51.32,2266,254.84,65,24,0,375793.44,1
B10774,277,430,88,Waste,0.0,2118,0.0,49,30,1,-167322.0,0
B10775,113,417,51,Hematite,64.92,2002,306.98,66,24,0,434393.96,1
B10776,238,11,50,Magnetite,50.27,1483,304.41,58,30,0,320936.03,1
B10777,132,26,97,Magnetite,60.73,2301,267.12,63,24,0,414456.12,1
B10778,486,452,49,Hematite,63.01,1649,337.17,35,28,0,452106.33,1
B10779,273,104,47,Hematite,51.09,2632,254.75,58,27,0,446782.0,1
B10780,165,85,44,Hematite,62.03,1135,315.48,37,26,0,286564.80000000005,1
B10781,373,451,78,Waste,0.0,2440,0.0,38,34,1,-175680.0,0
B10782,372,372,65,Magnetite,63.82,1406,341.77,46,20,0,387732.62,1
B10783,292,155,86,Waste,0.0,1429,0.0,51,39,1,-128610.0,0
B10784,477,198,44,Hematite,57.66,1371,323.13,61,26,0,323734.23,1
B10785,242,495,69,Waste,0.0,2855,0.0,64,38,1,-291210.0,0
B10786,478,428,18,Hematite,59.68,2702,323.94,69,20,0,634807.88,1
B10787,319,481,33,Hematite,56.39,2792,272.07,59,33,0,502755.44,1
B10788,137,385,36,Hematite,58.75,1174,304.14,36,30,0,279576.36,1
B10789,78,136,58,Waste,0.0,1233,0.0,44,38,1,-101106.0,0
B10790,169,462,45,Waste,0.0,2986,0.0,33,37,1,-209020.0,0
B10791,122,30,62,Hematite,59.35,2287,318.15,37,24,0,588102.0499999999,1
B10792,175,163,86,Magnetite,61.75,1237,307.54,42,28,0,293836.98000000004,1
B10793,299,112,78,Hematite,50.61,2503,302.42,61,22,0,549208.26,1
B10794,81,360,1,Waste,0.0,1491,0.0,56,37,1,-138663.0,0
B10795,86,270,37,Hematite,55.62,1980,290.43,49,35,0,408731.4,1
B10796,224,352,88,Hematite,64.22,1632,253.95,41,28,0,301838.39999999997,1
B10797,15,445,71,Hematite,53.68,2763,343.08,36,39,0,740705.0399999999,1
B10798,309,286,59,Hematite,54.47,2149,275.42,30,22,0,480129.58,1
B10799,357,410,74,Magnetite,55.92,1760,265.2,63,35,0,294272.0,1
B10800,162,257,28,Hematite,62.87,2690,256.83,41,37,0,481052.69999999995,1
B10801,97,200,59,Hematite,57.73,2401,264.63,54,24,0,448098.63,1
B10802,155,298,68,Magnetite,61.27,2165,349.91,34,38,0,601675.15,1
B10803,1,370,36,Hematite,62.44,2260,273.17,30,25,0,493064.2,1
B10804,349,378,83,Waste,0.0,2617,0.0,43,36,1,-206743.0,0
B10805,396,0,11,Hematite,55.74,2108,286.38,61,29,0,413969.04,1
B10806,168,210,79,Magnetite,61.74,1118,307.64,50,31,0,253383.52,1
B10807,463,264,84,Hematite,51.0,1643,275.78,42,22,0,347954.54,1
B10808,314,187,36,Magnetite,51.28,1544,318.62,37,32,0,385413.28,1
B10809,324,385,57,Waste,0.0,1666,0.0,39,20,1,-98294.0,0
B10810,374,356,54,Hematite,60.44,2414,328.22,44,25,0,625757.0800000001,1
B10811,91,240,20,Waste,0.0,2254,0.0,43,33,1,-171304.0,0
B10812,180,441,91,Hematite,56.65,2312,309.51,58,26,0,521379.12,1
B10813,230,192,97,Hematite,50.92,2276,254.84,56,25,0,395659.84,1
